GRASSPLATFORM 280 1180 0
GRASSPLATFORM 46 1088 0
BUSH 44 1056 0
GRASSPLATFORM 124 1088 1
BUSH 122 1056 1
GRASSPLATFORM 202 1088 0
GRASSPLATFORM 280 1088 1
BUSH 278 1056 0
ROCKPLATFORM 304 1002 0
FLOWERS 302 988 0
FLOWERS 324 988 0
FLOWERS 346 988 0
FLOWERS 368 988 0
ROCKPLATFORM 240 930 1
FLOWERS 238 916 1
FLOWERS 260 916 1
FLOWERS 282 916 1
FLOWERS 304 916 1
ROCKPLATFORM 192 858 0
FLOWERS 190 844 0
FLOWERS 212 844 0
FLOWERS 234 844 0
FLOWERS 256 844 0
ROCKPLATFORM 160 786 1
FLOWERS 158 772 1
FLOWERS 180 772 1
FLOWERS 202 772 1
FLOWERS 224 772 1
ROCKPLATFORM 144 714 0
FLOWERS 142 700 0
FLOWERS 164 700 0
FLOWERS 186 700 0
FLOWERS 208 700 0
SMALLROCKPLATFORM 18 642 0
SMALLROCKPLATFORM 338 642 1
FLOWERS 336 628 1
SMALLROCKPLATFORM 18 586 0
FLOWERS 14 572 0
SMALLROCKPLATFORM 178 586 1
SMALLROCKPLATFORM 338 530 1
SMALLROCKPLATFORM 178 530 0
SMALLROCKPLATFORM 18 474 0
SMALLROCKPLATFORM 178 474 1
FLOWERS 176 460 1
SMALLROCKPLATFORM 338 418 1
FLOWERS 336 404 1
SMALLROCKPLATFORM 338 362 1
SMALLROCKPLATFORM 18 306 0
FLOWERS 14 292 0
SMALLROCKPLATFORM 178 306 1
SMALLROCKPLATFORM 338 250 1
SMALLROCKPLATFORM 178 250 0
FLOWERS 174 236 0
SMALLROCKPLATFORM 18 194 0
SMALLROCKPLATFORM 18 138 0
SMALLROCKPLATFORM 338 82 1
FLOWERS 336 68 1
SMALLROCKPLATFORM 178 82 0
SMALLROCKPLATFORM 338 26 1
SMALLROCKPLATFORM 18 26 0
FLOWERS 14 12 0
PIGEON 38 2974
PIGEON 328 2974
PIGEON 38 2462
PIGEON 328 2462
PIGEON 38 2078
PIGEON 328 2078
PIGEON 38 1822
PIGEON 328 1822
PIGEON 182 1622
PIGEON 142 1550
PIGEON 122 1478
PIGEON 112 1406
PIGEON 32 1334
PIGEON 62 1242
PIGEON 216 1242
PIGEON 296 1242
PIGEON 140 1150
PIGEON 218 1150
PIGEON 64 1058
PIGEON 144 1058
PIGEON 292 1058
PIGEON 318 972
PIGEON 298 900
PIGEON 258 828
PIGEON 208 756
PIGEON 188 684
CROW 44 2866 1 .030 0 .030
CROW 236 2866 1 .030 0 .030
CROW 44 2738 1 .030 0 .030
CROW 236 2738 1 .030 0 .030
CROW 44 2610 1 .030 0 .030
CROW 236 2610 1 .030 0 .030
CROW 140 2482 1 .030 0 .030
CROW 44 2354 1 .030 0 .030
CROW 236 2354 1 .030 0 .030
CROW 44 2226 1 .030 0 .030
CROW 236 2226 1 .030 0 .030
CROW 140 2098 1 .030 0 .030
CROW 44 1970 1 .030 0 .030
CROW 236 1970 1 .030 0 .030
CROW 140 1842 1 .030 0 .030
CROW -20 464 1 .030 0 .030
CROW 300 240 1 .030 0 .030
CROW 84 4 1 .10 1 .008
CROW 84 194 1 .10 1 .008
CROW 84 392 1 .10 1 .008
CROW 244 4 1 .10 1 .008
CROW 244 194 1 .10 1 .008
CROW 244 392 1 .10 1 .008
PLAYER 162 2904 1
PORTAL 162 78 2
PORTAL 162 3000 0
